,AttorneyUno,Total Hours,Ethnicities,Imprisoned,Male,Female,OtherGender,Juvenile,Family and Children,Individual Rights,Housing and Homelessness,"Work, Employment and Unemployment",Other,Health and Disability,Consumer Financial Questions,Income Maintenance,Education,"Family, Divorce, and Custody",Housing or Property,Debts and Purchases,Civil and Constitutional Rights,Wills and Inheritance,Work,Personal Injury
1549,ABC29B55-E656-4DDD-A2CC-9DCA72F16A95,24.9,"['Caucasian', 'Not Hispanic or Latino', 'Asian']",0.0,4.0,4.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0
1550,3D016DB0-155E-41C6-B5A1-09A2CA19293C,12.6,"['Caucasian', '', ""I'd rather not answer""]",0.0,6.0,5.0,5.0,0.0,2.0,2.0,4.0,0.0,4.0,0.0,7.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0
1551,AA78BB71-DBF6-48B7-8D2D-EB4419B9D8DE,51.0,"['Caucasian', '', 'Latino or Hispanic']",0.0,13.0,38.0,13.0,0.0,0.0,0.0,44.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
1552,36977CAA-ACC6-4C76-949F-3D5622E20B6E,0.2,"['Native American or Alaska Native', '']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1553,3236B069-A308-4DFB-A3C4-3F92467DF06D,7.0,"['African American', '', 'Caucasian']",0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1554,E1F5D320-44B3-4C70-9138-328BA93FA418,74.4,"['Caucasian', '', 'Latino or Hispanic']",0.0,2.0,10.0,3.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0
1555,A0BB5C25-4958-4EAB-B9B8-645A82CDF81A,2.3,"['African American', 'Not Hispanic or Latino']",0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1556,2F5CC0F0-538C-4EAE-B052-1B185FA1C8AD,0.4,"['Caucasian', 'African American']",0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1557,2F873EDF-5667-4F7F-BFCE-42EAE28D904D,0.1,[''],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1558,2FA521CF-0F79-46C9-89D8-73E053E96362,1.0,"[""I'd rather not answer"", 'Caucasian', 'African American']",0.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1559,2FBC43C1-B632-45F8-9DBF-4C11448C2CA7,8.0,"['Latino or Hispanic', 'African American']",0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1560,2FCB12FE-5BA2-4EFB-9412-A9C30743A0C4,1.7,"['Caucasian', ""I'd rather not answer""]",0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1561,2FD2BFE1-AF6F-4F02-8FE6-6A4F63D1FCEF,1.0,['Caucasian'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1562,2FE41180-EC2F-44ED-810C-D74226867437,3.4,"['Caucasian', 'African American', 'Caucasian,Latino or Hispanic']",0.0,0.0,6.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0
1563,EF8C8B4D-CDE8-4C59-B8F5-66649C3AED8E,1.7,"['African American', 'Caucasian']",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1564,2FE5289A-CD0B-4026-B5B6-F8D4B55DEEC2,3.9,"['', 'Caucasian', 'Not Hispanic or Latino']",0.0,2.0,8.0,10.0,0.0,12.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,3.0,1.0,0.0
1565,71227E96-CCB3-4755-B151-555808F6AFBB,41.0,"['', 'Caucasian', 'African American']",0.0,18.0,27.0,170.0,1.0,116.0,4.0,23.0,11.0,83.0,1.0,34.0,2.0,0.0,61.0,30.0,31.0,5.0,0.0,26.0,2.0
1566,6BD92908-1462-42AC-8231-0AF96568FF7A,9.5,"['', 'Caucasian', ""I'd rather not answer""]",0.0,12.0,11.0,37.0,1.0,12.0,2.0,18.0,3.0,30.0,2.0,10.0,0.0,0.0,3.0,19.0,7.0,2.0,0.0,10.0,1.0
1567,458ED447-89BB-4B01-8FC6-E21905E288C4,3.6,"['Caucasian', '', 'Caucasian,Native American or Alaska Native']",0.0,6.0,22.0,3.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
1568,300CF4C2-053C-4F1D-9286-CA78F31CE165,2.0,['Not Hispanic or Latino'],0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1569,303B2EC5-F24E-4FA2-8947-310E9A184E8B,3.0,"['Caucasian', 'Not Hispanic or Latino', 'African American']",0.0,4.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0
1570,30504BFD-53A6-41D6-96DA-667213F85C20,1.3,"['African American', '']",0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1571,A946B78D-C1FE-47DC-B86E-1C3ED1B5421E,0.3,"['Caucasian', ""I'd rather not answer""]",0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1572,94807E74-D09E-4281-B9A9-28D626B1B9E1,2.1,"['Caucasian', 'Caucasian,Other', 'African American']",0.0,3.0,9.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1573,E1FEE638-3B99-499D-9C19-F57197E5B64F,0.4,"['Caucasian', 'Latino or Hispanic', 'African American']",0.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1574,ED7E449F-7AC8-46C7-8F25-3A75FAEAF32C,20.8,"['Caucasian', '', 'Native Hawaiian / Pacific Islander']",0.0,1.0,10.0,7.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
1575,33FA8E6F-2121-4E63-8B6C-7CA747870DD8,0.9,"['African American', 'Caucasian']",0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576,306C05BE-5F70-4976-9F3D-F6CA13A90CFC,0.1,['Caucasian'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1577,306E217C-1D15-476A-A936-6B080642BFA8,1.5,"['Caucasian', 'African American', 'Latino or Hispanic']",0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
1578,3079F2B0-D734-4B34-9444-DA2A61BD967E,1.4,"['Caucasian', 'Latino or Hispanic', ""I'd rather not answer""]",0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
1579,30936664-FB30-416E-A276-65EF5192A9D8,0.5,['African American'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1580,30A56178-E31D-430D-BF23-B4DD0E8FB8EC,1.5,"['Caucasian', 'Caucasian,Other']",0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,7DAC0F57-E680-4A57-96E2-83A4BB10B573,2.1,"['Caucasian,Other', 'Caucasian']",0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1582,F5CC8445-8C70-4840-A435-46A789D07ECD,54.6,"['Caucasian', 'Native American or Alaska Native', '']",0.0,25.0,42.0,10.0,0.0,15.0,1.0,34.0,0.0,12.0,0.0,21.0,0.0,0.0,2.0,34.0,21.0,1.0,13.0,0.0,0.0
1583,30A6E2FA-D2BC-4902-BB2B-90EE0504CEA6,0.5,['Caucasian'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1584,30B53BC5-E4E5-414C-A0BE-8DC172B9550F,1.1,"['Latino or Hispanic', 'Caucasian', 'African American']",0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0
1585,6E873D84-1591-4289-9A1D-06203FCE06D4,9.0,"['Caucasian', ""I'd rather not answer"", 'Latino or Hispanic']",0.0,11.0,9.0,1.0,0.0,5.0,3.0,3.0,0.0,14.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0
1586,30D6CE4E-0433-4622-BD81-126ECDDA585D,2.4,"['Other', 'Caucasian']",0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1587,6CDD7956-7995-4E3F-990D-B053FCD44170,6.5,"['Caucasian', 'African American', 'Latino or Hispanic']",0.0,16.0,31.0,6.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,1.0
1588,310BDEE1-A06F-499E-AC19-5A73C8A0B811,10.8,"['Caucasian', 'Caucasian,Slavic', '']",0.0,5.0,5.0,2.0,0.0,10.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
1589,31175907-65AC-4526-B250-770FAF0FCE71,8.2,"['Caucasian', 'Latino or Hispanic', 'African American']",0.0,2.0,9.0,1.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,1.0,1.0
1590,311C3680-B59F-4B51-8DE2-025C414D08C6,5.8,"['Caucasian', 'Latino or Hispanic', '']",0.0,4.0,8.0,2.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
1591,3D9D5F3A-9B84-469B-9075-06F987189DC6,0.3,"['Caucasian', 'African American,African,Caucasian,Latino or Hispanic']",0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
1592,3131D2D0-9963-4D8A-B527-D2881492D6F7,2.1,"['Not Hispanic or Latino', '']",0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
1593,314C3B72-B831-4D36-A279-943E2244E1C4,1.1,[''],0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
1594,31967277-4A2A-49B2-8ADC-3F4FB314A10B,0.7,['Caucasian'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1595,31A679BE-FDE8-4EED-9FA8-04D77B02CB61,0.9,['Caucasian'],0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1596,87AE8D6B-5329-4984-BC2A-0563F5D887F5,19.1,[''],0.0,0.0,0.0,27.0,0.0,1.0,0.0,2.0,0.0,28.0,5.0,5.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,5.0,0.0
1597,DE67E574-EE33-4CC1-858A-1D946B5DA14C,28.1,"['', 'Caucasian', 'African American']",0.0,2.0,12.0,65.0,0.0,8.0,0.0,32.0,11.0,44.0,1.0,3.0,0.0,2.0,8.0,32.0,5.0,0.0,0.0,12.0,0.0
1598,DA3A2C68-F468-4EE7-8019-EB4AC14230A9,13.7,[''],0.0,0.0,0.0,57.0,0.0,16.0,0.0,20.0,0.0,16.0,0.0,11.0,1.0,3.0,16.0,20.0,11.0,0.0,0.0,0.0,0.0
1599,6CF56813-68F3-47D7-92D1-57300A66E9E4,1.0,"['', 'African American']",0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
1600,AF1A6A59-2AED-481B-82AE-44C036275E0F,8.5,"['', ""I'd rather not answer"", 'Caucasian']",0.0,0.0,2.0,34.0,0.0,2.0,0.0,6.0,8.0,34.0,1.0,1.0,0.0,2.0,2.0,6.0,1.0,0.0,0.0,9.0,0.0
1601,8639C712-3253-4D5C-B996-32620DDD4751,46.7,"['', 'Caucasian', 'African American']",0.0,2.0,10.0,51.0,0.0,3.0,0.0,6.0,2.0,17.0,0.0,43.0,0.0,0.0,3.0,6.0,44.0,0.0,0.0,2.0,0.0
1602,845AE32B-2061-4638-B8C8-E94B48F4CF43,14.4,"['', 'Caucasian', 'African American']",0.0,3.0,11.0,23.0,0.0,9.0,0.0,10.0,4.0,20.0,0.0,3.0,1.0,0.0,9.0,10.0,4.0,0.0,0.0,4.0,0.0
1603,8851D9B0-8133-438B-A6DA-B3164A2FF28B,4.0,[''],0.0,0.0,0.0,19.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0
1604,C2775991-491A-4F8E-8BD1-B77A61F8004D,8.0,"['', 'Caucasian']",0.0,1.0,1.0,65.0,0.0,59.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,59.0,6.0,2.0,0.0,0.0,0.0,0.0
1605,6C41E86D-4907-4287-923F-988941E38150,7.0,"['Caucasian', 'African American', ""I'd rather not answer""]",0.0,26.0,40.0,4.0,0.0,13.0,0.0,33.0,4.0,25.0,0.0,5.0,0.0,0.0,13.0,33.0,10.0,0.0,0.0,4.0,0.0
1606,D3EA35B7-56E3-4351-AE9F-75F47D5B83E8,3.3,[''],0.0,0.0,0.0,17.0,0.0,3.0,0.0,1.0,6.0,11.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,6.0,0.0
1607,E6442F3A-F5CE-4F7C-9F4B-63B4D36501E0,0.8,"['', 'Caucasian']",0.0,1.0,2.0,9.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0
1608,667D7ADC-C7C2-40F9-AE38-C9B0F3C9D5A9,8.7,"['Caucasian', 'African American', '']",0.0,13.0,39.0,7.0,0.0,28.0,0.0,6.0,4.0,33.0,3.0,1.0,0.0,0.0,28.0,6.0,2.0,0.0,0.0,7.0,0.0
1609,E972FFBA-8C4F-4414-A514-4223CAD63938,3.3000000000000003,"['', 'Caucasian', 'African American']",0.0,5.0,10.0,8.0,0.0,2.0,0.0,6.0,1.0,16.0,2.0,4.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0
1610,D36FE763-D9C5-46DD-B9C1-9B2DE3C00CEE,3.0,"['Caucasian', 'African American', '']",0.0,5.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
1611,70D24A1A-9965-4A02-9286-5DE9C65B5587,13.3,"['Caucasian', 'Not Hispanic or Latino', 'African American']",0.0,18.0,68.0,5.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,90FA148F-1FE0-4E1E-B87D-D58C61198A7A,0.4,['Caucasian'],0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1613,6B516280-D1D4-4628-9A0B-82E55EC0C686,10.6,"['Not Hispanic or Latino', 'Caucasian', ""I'd rather not answer""]",0.0,7.0,18.0,2.0,0.0,10.0,1.0,9.0,1.0,11.0,0.0,1.0,0.0,0.0,10.0,9.0,1.0,0.0,0.0,1.0,0.0
1614,338AE5C5-9C07-4FDF-9555-9DBB24B96E36,2.8,"['Not Hispanic or Latino', 'Caucasian,Native American or Alaska Native', '']",0.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
1615,ABFEE361-ED9C-418A-9622-5ED2664F475E,4.7,"['Latino or Hispanic', 'Caucasian', 'Asian']",0.0,2.0,8.0,1.0,0.0,3.0,4.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
1616,31F35D6E-6617-414B-A168-3DD7362D20E2,29.0,"[""I'd rather not answer"", '', 'African American,Native American or Alaska Native']",0.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1617,659AB726-411D-45FA-9B12-13E19BC23E21,3.0,['Caucasian'],0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1618,31F54D75-03F9-488D-8CE0-27871ADC0B0F,0.1,['Caucasian'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1619,31FE1A71-D295-44E1-B03C-0F51310C0DC2,0.4,"['Caucasian', '']",0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1620,B51863CA-04E3-47B7-818E-856B03A1A120,4.3,"['Caucasian', ""I'd rather not answer""]",0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1621,4739EFE0-765E-4E7A-8412-A1BD722CA0B2,3.5,"['Caucasian', 'Not Hispanic or Latino']",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,D16176CF-5275-4F8C-89A3-36A8F1D81C4D,2.0,"['Caucasian', ""I'd rather not answer"", 'Not Hispanic or Latino']",0.0,4.0,8.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,3.0,2.0
1623,9A482DC2-9FD4-40DF-8A09-C8D09EEDB859,98.7,"['Caucasian', 'Caucasian,Latino or Hispanic', 'Latino or Hispanic']",0.0,9.0,4.0,2.0,0.0,5.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,2.0
1624,3214B64C-594C-41DB-962D-000FEBD8FC3E,0.5,"['Caucasian', 'Other']",0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1625,32151AAB-5145-4B63-80B1-385AB08354D8,4.5,"['African American', 'Asian', ""I'd rather not answer""]",0.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
1626,321D1294-905F-4772-97AA-B78F9808E9DB,1.8,"['Latino or Hispanic', 'African American', 'African']",0.0,3.0,5.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1627,321ECC77-A88A-4262-A4A8-A7E9EF307431,2.0,[''],0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1628,370AA780-8A41-483E-87D3-31B595460F21,2.2,"['Caucasian,Native American or Alaska Native', '', 'Caucasian']",0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1629,322C3DFF-5424-42C3-B60D-5D69EBC4E168,5.5,"['African American', 'Caucasian', '']",0.0,2.0,7.0,2.0,0.0,2.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,5.0
1630,855C0597-1DCE-4EB9-B449-46A15C4518C9,1.1,"['African American', '', 'Latino or Hispanic']",0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1631,B0963059-3301-469F-B274-E9A18DEF3BDE,0.4,['African American'],0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,9032D879-B3B0-434C-9ABC-A941A52CCA78,12.3,"['Caucasian', 'Latino or Hispanic', '']",0.0,17.0,46.0,4.0,0.0,47.0,0.0,7.0,1.0,14.0,0.0,5.0,0.0,0.0,47.0,7.0,5.0,0.0,0.0,1.0,0.0
1633,E70A6AD8-A9C7-4F19-9361-9F54DE3061EC,0.5,['Latino or Hispanic'],0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1634,E380B766-8D4B-41E0-98A0-EAB062EF7265,0.4,"['Caucasian', 'Caucasian,Latino or Hispanic', 'African American,Latino or Hispanic']",0.0,3.0,15.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,32403A85-12AB-4811-B6A4-3503382727B6,11.8,"['Not Hispanic or Latino', 'Hispanic or Latino']",0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
1636,324D72E6-31E0-4FA5-BA59-E25ED40D6454,5.5,"['Caucasian', 'African American', '']",0.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,5.0
1637,32551F77-4062-4FAA-8BF1-8CB7825C988E,7.7,"['Caucasian', 'Latino or Hispanic', '']",0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
1638,3263E098-2A65-44DE-BA49-8C4C44F5F835,0.4,"[""I'd rather not answer"", 'Caucasian']",0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1639,32D98F97-2FD5-4CB1-AA5A-87D971D9B170,46.2,"['Not Hispanic or Latino', 'Caucasian', 'African American']",0.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0
1640,BE2A2E8E-57A0-4FBE-B98A-15C696C6D1F3,0.2,"['Not Hispanic or Latino', 'Caucasian']",0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1641,32E0D45B-540E-43D7-A272-DA3923CE8F5D,4.9,"['Caucasian', 'Latino or Hispanic', 'African American']",0.0,4.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1642,32E6973E-5367-4A32-BBA3-860971868B85,2.1,['Caucasian'],0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1643,3C1F8AB5-39D6-44AC-B804-9F21A8ADBFE8,0.4,"['African American', ""I'd rather not answer"", 'Caucasian']",0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1644,3EFDC0B5-CD9C-4AF7-BCE8-D4BFBE942B48,8.7,"['Caucasian', '', 'African American']",0.0,7.0,10.0,4.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,1.0
1645,FBB3E1F6-DD57-4047-88AB-225BCB96C946,0.6,['Asian'],0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1646,32FF02BA-17ED-4A27-ACAB-DBE66F73D6B8,0.1,['Caucasian'],0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1647,330D7A16-F9A1-410E-AD70-EFF121A13F6B,3.3000000000000003,"['Caucasian', 'African American', '']",0.0,1.0,6.0,2.0,0.0,2.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
1648,3329DB8A-F7F8-47CD-8007-914C71CB9882,1.3,['African American'],0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
